source_type,source_path,feature,scenario,tags,status,notes
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step05_01_ValidateDeleteStatus,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step05_02_ValidateDeleteMessage,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberFlowTest.java,FamilyMemberFlowTest,step06_DeleteUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidDateFormat,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidGender,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_InvalidMobileFormat,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_MissingFirstName,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_MissingRequiredFields,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_MissingUserId,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_AddFamilyMember_NoAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_DeleteFamilyMember_InvalidGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_DeleteFamilyMember_NoAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_GetFamilyMember_InvalidGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_GetFamilyMember_NoAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_UpdateFamilyMember_MissingGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/FamilyMemberNegativeTest.java,FamilyMemberNegativeTest,test_UpdateFamilyMember_NonExistentGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_EmptyGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_InvalidAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_InvalidGuidFormat,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_NoAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_NonExistentGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/GetFamilyMemberTest.java,GetFamilyMemberTest,test_GetFamilyMember_ValidId_AllFieldsValidated,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_InvalidAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_InvalidGender,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_InvalidGuidFormat,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_InvalidMobileFormat,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_MissingGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_NoAuthToken,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_NonExistentGuid,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/family/UpdateFamilyMemberTest.java,UpdateFamilyMemberTest,test_UpdateFamilyMember_ValidData_AllFieldsValidated,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/AddFamilyMemberTest.java,AddFamilyMemberTest,testAddFamilyMemberAndAddToCart,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/AddFamilyMemberWithRewardsTest.java,AddFamilyMemberWithRewardsTest,testAddFamilyMemberAndAddToCartWithRewards,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_05_CrossApiValidationTest.java,COD_05_CrossApiValidationTest,step05_CrossApiValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_07_AssignOrderTest.java,COD_07_AssignOrderTest,step07_AssignOrder,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_08_VerifyStatusAssignedTest.java,COD_08_VerifyStatusAssignedTest,step08_VerifyStatusAssigned,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_09_UpdateOrderTrackingTest.java,COD_09_UpdateOrderTrackingTest,step09_UpdateOrderTracking,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_10_FinalVerificationTest.java,COD_10_FinalVerificationTest,step10_FinalVerification,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_11_AdminVerifyOtpTest.java,COD_11_AdminVerifyOtpTest,step11_AdminVerifyOtp,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_13_UpdateStatusSamplesCollectedTest.java,COD_13_UpdateStatusSamplesCollectedTest,step13_UpdateStatusSamplesCollected,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_14_VerifySamplesCollectedStatusTest.java,COD_14_VerifySamplesCollectedStatusTest,step14_VerifySamplesCollectedStatus,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_16_VisitStatusAPITest.java,COD_16_VisitStatusAPITest,testGetVisitStatus,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_17_ReportGenerationTest.java,COD_17_ReportGenerationTest,testGetReportAndVerifyPDF,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_19_OrderCancellationTest.java,COD_19_OrderCancellationTest,step19_A_VerifyOrderBeforeCancellation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_19_OrderCancellationTest.java,COD_19_OrderCancellationTest,step19_B_CancelOrder,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_19_OrderCancellationTest.java,COD_19_OrderCancellationTest,step19_C_VerifyOrderAfterCancellation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_20_CancellationRefundTest.java,so,step20_A_ProcessCashback,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_20_CancellationRefundTest.java,so,step20_B_FinalUpdateOrderCancelled,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_20_CancellationRefundTest.java,so,step20_C_ApproveCancelledOrder,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_20_CancellationRefundTest.java,so,step20_D_VerifyCancelledOrderDetails,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_20_CancellationRefundTest.java,so,step20_E_VerifyPaymentById,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_20_CancellationRefundTest.java,so,step20_F_VerifyRewardsByMobile,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/COD_20_CancellationRefundTest.java,so,step20_G_VerifyTransactionByMobile,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/CreateOrderAPITest.java,CreateOrderAPITest,testCreateOrder_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/CreateOrderAPITest.java,CreateOrderAPITest,testCreateOrder_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/CreateOrderAPITest.java,CreateOrderAPITest,testCreateOrder_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/CreateOrderCODAPITest.java,CreateOrderCODAPITest,testCOD_Flow_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/CreateOrderCODAPITest.java,CreateOrderCODAPITest,testCOD_Flow_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/CreateOrderCODAPITest.java,CreateOrderCODAPITest,testCOD_Flow_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step01_LoginAndSetup,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step02_VerifyCartAndPrice,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step03_AddAddressAndSlot,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step04_VerifyPaymentPreCheck,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step05_CrossApiValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step06_PhlebotomistLogin,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step07_AssignOrder,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step08_VerifyStatusAssigned,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step09_UpdateOrderTracking,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step10_FinalVerification,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step11_AdminVerifyOtp,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step12_GetSampleType,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step13_UpdateStatusSamplesCollected,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step14_VerifySamplesCollectedStatus,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step16_VerifyPackageContents,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,step17_ProcessResultEntryCheck,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,testCOD_Flow_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,testCOD_Flow_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/DetailedCODFlowTest.java,DetailedCODFlowTest,testCOD_Flow_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/HomeSampleCollectionFlowTest.java,HomeSampleCollectionFlowTest,step02b_AddFamilyMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_01_OrderStatusValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_02_PriceValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_03_ProductNameValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_04_VisitNumberValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_05_OrderItemsPriceConsistency,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_06_RewardsValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_07_PaymentDetailsValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_08_FinalRewardBalanceCheck,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_09_MultiMemberValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/PayOnlineCrossApiValidationTest.java,PayOnlineCrossApiValidationTest,stepCrossApi_10_CatalogPriceValidation,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/ReportValidationTest.java,ReportValidationTest,validateReportsFromAPI,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_01_AddAddress_Member,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_02_GetDeliveryCenters,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_03_GetAvailableSlots,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_04_CreateCODOrder_Member,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_05_CreateCODOrder_NonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_06_CreatePrepaidOrder_Member,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_07_GetOrderById_VerifyFields,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_08_CreateOrder_MissingCartId,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_09_CreateOrder_InvalidPaymentMode,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/Section4_OrderCreationTest.java,Section4_OrderCreationTest,ORD_10_CreateOrder_PastDateSlot,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/order/SwitchOrderContextTest.java,SwitchOrderContextTest,switchActiveOrder,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/payment/COD_04_VerifyPaymentPreCheckTest.java,COD_04_VerifyPaymentPreCheckTest,step04_VerifyPaymentPreCheck,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/payment/COD_15_ApprovePaymentTest.java,COD_15_ApprovePaymentTest,step15_ApprovePayment,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/rewards/COD_18_RewardValidationTest.java,COD_18_RewardValidationTest,step18_A_VerifyInitialRewards,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/rewards/COD_18_RewardValidationTest.java,COD_18_RewardValidationTest,step18_B_VerifyRewardsGain,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/rewards/COD_18_RewardValidationTest.java,COD_18_RewardValidationTest,step18_C_VerifyFinalRewardsBalance,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/COD_03_AddAddressAndSlotTest.java,COD_03_AddAddressAndSlotTest,step03_AddAddressAndSlot,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/COD_03_AddLabSlotTest.java,COD_03_AddLabSlotTest,step03_AddLabSlot,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/GetCentersByAddressAPITest.java,GetCentersByAddressAPITest,testGetCentersByAddress_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/GetCentersByAddressAPITest.java,GetCentersByAddressAPITest,testGetCentersByAddress_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/GetCentersByAddressAPITest.java,GetCentersByAddressAPITest,testGetCentersByAddress_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/SlotAndCartUpdateAPITest.java,SlotAndCartUpdateAPITest,testSlotAndCartUpdate_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/SlotAndCartUpdateAPITest.java,SlotAndCartUpdateAPITest,testSlotAndCartUpdate_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/slot/SlotAndCartUpdateAPITest.java,SlotAndCartUpdateAPITest,testSlotAndCartUpdate_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/BrandAPITest.java,BrandAPITest,testGetBrands_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/BrandAPITest.java,BrandAPITest,testGetBrands_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/BrandAPITest.java,BrandAPITest,testGetBrands_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/COD_12_GetSampleTypeTest.java,COD_12_GetSampleTypeTest,step12_GetSampleType,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/CatalogVerificationAPITest.java,CatalogVerificationAPITest,verifyDiagnosticsCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/CatalogVerificationAPITest.java,CatalogVerificationAPITest,verifyDnaDecoderCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/CatalogVerificationAPITest.java,CatalogVerificationAPITest,verifyFetalMedicineCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/CatalogVerificationAPITest.java,CatalogVerificationAPITest,verifyPackagesCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/CatalogVerificationAPITest.java,CatalogVerificationAPITest,verifyPgxCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/GlobalSearchAPITest.java,GlobalSearchAPITest,testGlobalSearch_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/GlobalSearchAPITest.java,GlobalSearchAPITest,testGlobalSearch_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/GlobalSearchAPITest.java,GlobalSearchAPITest,testGlobalSearch_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/LocationAPITest.java,LocationAPITest,testGetLocations_ForMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/LocationAPITest.java,LocationAPITest,testGetLocations_ForNewUser,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/LocationAPITest.java,LocationAPITest,testGetLocations_ForNonMember,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_01_GetLabLocations,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_02_DiagnosticsCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_03_DnaDecoderCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_04_PgxCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_05_FetalMedicineCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_06_PackagesCatalog,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_07_GetBrandsList,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_08_InvalidLocationId,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/tests_packages/Section2_LocationAndCatalogTest.java,Section2_LocationAndCatalogTest,CAT_09_EmptyCatalogResult,,Implemented,@Test method
JavaTest,src/test/java/com/mryoda/diagnostics/api/tests/ui_integration/COD_99_TriggerUITest.java,COD_99_TriggerUITest,triggerUIAutomation,,Implemented,@Test method
JavaTest,src/test/java/hooks/Hooks.java,Hooks,Hooks,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/APIGlobalSearchPricingSteps.java,APIGlobalSearchPricingSteps,APIGlobalSearchPricingSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/AddMemberPageSteps.java,AddMemberPageSteps,AddMemberPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/BaseSteps.java,BaseSteps,BaseSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/CartPageSteps.java,CartPageSteps,CartPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/CheckoutPageSteps.java,CheckoutPageSteps,CheckoutPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/CodItDose.java,CodItDose,CodItDose,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/CucumberHooks.java,CucumberHooks,CucumberHooks,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/DNADecoder.java,DNADecoder,DNADecoder,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/DiagnosticsPageSteps.java,DiagnosticsPageSteps,DiagnosticsPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/FamilyAndFriendsPage.java,FamilyAndFriendsPage,FamilyAndFriendsPage,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/HomePageSteps.java,HomePageSteps,HomePageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/LoginPageSteps.java,LoginPageSteps,LoginPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/MyOrdersPageSteps.java,MyOrdersPageSteps,MyOrdersPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/PayOnlineHybridSteps.java,PayOnlineHybridSteps,PayOnlineHybridSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/PaymentPageSteps.java,PaymentPageSteps,PaymentPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/ProfilePage.java,ProfilePage,ProfilePage,,Implemented,Test class/runner
JavaTest,src/test/java/stepDefinition/UserAddressPageSteps.java,UserAddressPageSteps,UserAddressPageSteps,,Implemented,Test class/runner
JavaTest,src/test/java/testRunner/AddMemberSuiteRunner.java,AddMemberSuiteRunner,AddMemberSuiteRunner,,Implemented,Test class/runner
JavaTest,src/test/java/testRunner/NewUserRegistrationSuiteRunner.java,NewUserRegistrationSuiteRunner,NewUserRegistrationSuiteRunner,,Implemented,Test class/runner
JavaTest,src/test/java/testRunner/PayOnlineSuiteRunner.java,PayOnlineSuiteRunner,PayOnlineSuiteRunner,,Implemented,Test class/runner
JavaTest,src/test/java/testRunner/RunnerTest.java,RunnerTest,RunnerTest,,Implemented,Test class/runner
JavaTest,src/test/java/utilities/ExtentReportListener.java,ExtentReportListener,ExtentReportListener,,Implemented,Test class/runner
